Created at,Description,Favorite count,Followers Count,Friends Count,Hastag,Location,Profile Image Url,Retweet,Statuses Count,Text,User ID,User Name
Sun Dec 05 08:17:04 +0000 2021,"Jernih Melihat Dunia | Berita Indonesia Terkini, Akurat, dan Terpercaya",5.0,8291299.0,25.0,[],Jakarta,http://pbs.twimg.com/profile_images/1437591269304254466/zXoc9_vR_normal.jpg,1.0,2019874.0,Seluruh kegiatan Resimen Mahasiswa (Menwa) Universitas Pembangunan Nasional Veteran Jakarta dihentikan hingga batas… https://t.co/vfHB60Eppx,1.4674076629207818e+18,Kompas.com
Sun Dec 05 08:16:32 +0000 2021,Bismillah,0.0,915.0,482.0,[],embantul,http://pbs.twimg.com/profile_images/1463639064993681408/7T6kF41E_normal.jpg,67.0,40432.0,"RT @Jateng_Twit: Senior Menwa UNS waktu kasus tahun 2013 dimana ada juga yang meninggal.

Seniornya ada yang dari Ngawi, Cepu dan Wonogiri…",1.4674075294161592e+18,Indah Novita
Sun Dec 05 08:02:13 +0000 2021,"Engineer Wannabes|Defence,Aviation,Photography,and  Ethnic Art Enthusiast|Low Cost Traveler|Late Grown Up Man| https://t.co/JnilA8vcYW",0.0,1573.0,1112.0,[],Amphibious Nomaden,http://pbs.twimg.com/profile_images/1439170918492803073/p0kl5SMU_normal.jpg,1.0,318826.0,"RT @chasuhm: @annixca hehe bukan kak, udah dari september, sebelum uns malah, tapi ditutupin sama pihak kampus dan baru terbongkarnya sekar…",1.4674039262572995e+18,Prima M
Sun Dec 05 08:01:26 +0000 2021,"Engineer Wannabes|Defence,Aviation,Photography,and  Ethnic Art Enthusiast|Low Cost Traveler|Late Grown Up Man| https://t.co/JnilA8vcYW",0.0,1573.0,1112.0,[],Amphibious Nomaden,http://pbs.twimg.com/profile_images/1439170918492803073/p0kl5SMU_normal.jpg,1.0,318826.0,"RT @sabtyu_mingyu: ini juga kasus menwa uns kemaren itu kejang karena disiksa, cedera kepala berat, malah dikira kesurupan. nalarnya mana..…",1.467403729330598e+18,Prima M
Sun Dec 05 07:58:56 +0000 2021,"Engineer Wannabes|Defence,Aviation,Photography,and  Ethnic Art Enthusiast|Low Cost Traveler|Late Grown Up Man| https://t.co/JnilA8vcYW",0.0,1573.0,1112.0,[],Amphibious Nomaden,http://pbs.twimg.com/profile_images/1439170918492803073/p0kl5SMU_normal.jpg,99.0,318826.0,"RT @Jateng_Twit: News

Akhirnya Polres Kota Surakarta menetapkan Nanang Fahrizal Maulana (asal Kabupaten Pati) 🎸 serta 
Faizal Pujut Julion…",1.4674031010195948e+18,Prima M
Sun Dec 05 07:58:49 +0000 2021,"Engineer Wannabes|Defence,Aviation,Photography,and  Ethnic Art Enthusiast|Low Cost Traveler|Late Grown Up Man| https://t.co/JnilA8vcYW",0.0,1573.0,1112.0,[],Amphibious Nomaden,http://pbs.twimg.com/profile_images/1439170918492803073/p0kl5SMU_normal.jpg,67.0,318826.0,"RT @Jateng_Twit: Senior Menwa UNS waktu kasus tahun 2013 dimana ada juga yang meninggal.

Seniornya ada yang dari Ngawi, Cepu dan Wonogiri…",1.4674030699859354e+18,Prima M
Sun Dec 05 07:45:55 +0000 2021,Hajimemashite,0.0,398.0,461.0,[],btpn. ,http://pbs.twimg.com/profile_images/1051904659596533760/lOYXsqSj_normal.jpg,0.0,4151.0,@txtdriormas kirain jadi menwa,1.4673998246474179e+18,tau
Sun Dec 05 07:23:00 +0000 2021,"eat
pray
love

🇲🇨 #ynwa",0.0,1189.0,1279.0,[],rain city,http://pbs.twimg.com/profile_images/1454030604169715712/NjGNYOOQ_normal.jpg,0.0,2201.0,@Riikyyy @safirawwww Kirain Menwa menwa itu,1.4673940557597532e+18,Nothingspecial
Sun Dec 05 07:06:01 +0000 2021,,0.0,42.0,102.0,[],,http://pbs.twimg.com/profile_images/1465016949075632131/G8KHRf69_normal.jpg,0.0,1787.0,"Intine kegiatan menwa, aku AFK",1.4673897818814628e+18,panggilajaojan
Sun Dec 05 06:14:02 +0000 2021,QU LAW Student ⚖️,1.0,1194.0,453.0,[],,http://pbs.twimg.com/profile_images/1447408052601344000/GV_suKMV_normal.jpg,0.0,15507.0,الامتحان اينن🥰,1.4673766999312507e+18,MENWA🔱
Sun Dec 05 06:03:45 +0000 2021,"Allah maha pemaaf, aku nggak.",0.0,734.0,316.0,[],Surabaya,http://pbs.twimg.com/profile_images/1467437399558946817/dUFkyDro_normal.jpg,0.0,63674.0,Belum kelar kasus menwa uns udah ada lagi yang bikin dongkol. Kok bisa orang orang sejahat itu😩,1.4673741115507016e+18,helikopter helikopter~
Sun Dec 05 05:28:01 +0000 2021,Penggemar Radio | xoeLuvies,0.0,557.0,521.0,[],"East Java, Indonesia",http://pbs.twimg.com/profile_images/1448150375316398087/R0XWA0Uq_normal.jpg,0.0,24977.0,@safirawwww Mon maap salah server ini yg bulying online ospek itu.. Dipikiran sya ini yg menwa. Maap mirip muka sma bentuknya 😔,1.467365118937682e+18,bu bambang tuku gedhang
Sun Dec 05 05:13:53 +0000 2021,Profit Enthusiast | Engineer | Madiun | #KTBFFH | IG : gueraditya |,1.0,140.0,207.0,[],Jakarta,http://pbs.twimg.com/profile_images/1380157900295974912/w-Vmw-ge_normal.jpg,0.0,5498.0,@NStyaningrum @worksfess Mba2 menwa bukan ya,1.4673615639673283e+18,R.A Nugraha
Sun Dec 05 05:00:50 +0000 2021,SLG 17👨‍🎓/ Accountant Student/ Business Administration/ UofO21,0.0,286.0,219.0,[],,http://pbs.twimg.com/profile_images/1394463168336904193/MSz-trad_normal.jpg,0.0,5207.0,@Fab_Jeffrain7 @thermozierked Mdako ui men snje neg Sa yo Messi ak Cr7 pa pale yo mal cuz kou yo reveyr hmm enttka… https://t.co/bS9nAPamWr,1.4673582768201236e+18,Alexandre Chris
Sun Dec 05 04:21:51 +0000 2021,,0.0,430.0,491.0,[],,http://pbs.twimg.com/profile_images/1464593142980628481/oxHjc_8R_normal.jpg,0.0,16150.0,"dari kasus keluarga VA, menwa, rektor kampus, beberapa kali berita pemerkosaan yg dilakuin sama aparat sampe kasus… https://t.co/lPiPEbWNRK",1.4673484661960417e+18,Audi
Sun Dec 05 04:06:21 +0000 2021,,0.0,52.0,48.0,[],,http://pbs.twimg.com/profile_images/1465859584485052418/PWH_mum3_normal.jpg,0.0,1403.0,@txtdriormas Gua kira yg dibawah pakal ditaro menwa,1.467344567968043e+18,mana ada
Sun Dec 05 03:55:46 +0000 2021,Light off,0.0,99.0,200.0,[],Indonesia,http://pbs.twimg.com/profile_images/1047156931142463488/mnI7Uw95_normal.jpg,1.0,14382.0,RT @hirakousukehara: @txtfromted @sunsantuuuy Ini menwa uns https://t.co/DAem9kU2dH,1.4673419049879675e+18,Tomb Of The Reaper
Sun Dec 05 03:54:19 +0000 2021,"Miserere mei, Deus",2.0,355.0,280.0,[],,http://pbs.twimg.com/profile_images/1459136482153680901/YAWO6Zcs_normal.jpg,0.0,4096.0,@UNSfess_ Aku paham kenapa tak tik pecah belah yang dilakukan kolonial dulu sukses besar di Indo. Karena sampai sek… https://t.co/wlOoKqk01j,1.4673415382502892e+18,Bukan Buchien
Sun Dec 05 03:39:03 +0000 2021,Persatuan Perawat Nasional Indonesia (i’m nurse) bekerja sebagai PERAWAT itu mulia • BENGKULU • REAL MADRID CF •,0.0,742.0,569.0,[],REAL MADRID FC,http://pbs.twimg.com/profile_images/1181586523742851074/wMMF34Ik_normal.jpg,17539.0,27428.0,"RT @putri_yudianti: Tragedi Menwa UNS 2013
(A thread)
.
.
.
Setelah berpikir panjang, akhirnya aku memutuskan untuk speak up di twitter. Tr…",1.4673376956890153e+18,👣 🚬
Sun Dec 05 03:24:02 +0000 2021,bacotan ku gak jelas | aku suka uang.,0.0,197.0,375.0,[],,http://pbs.twimg.com/profile_images/1447099698716635140/FUpTYsR6_normal.jpg,0.0,26903.0,@txtdriormas Versi mahasiswa dong yang masuk menwa,1.4673339199051817e+18,AsaTheKont
Sun Dec 05 03:21:20 +0000 2021,"25th 🌸 LY ❤️ Gabut, suka balesin base | SMstan | Bucin 25/8",0.0,2682.0,282.0,[],+886 +62 | Personal Account,http://pbs.twimg.com/profile_images/1411181921200066565/DcSQLtHL_normal.jpg,2.0,17196.0,"RT @masukkampus: ☕️🕵️‍♀️☕️

      MENWA
      MAKAN KORBAN ⁉️

      - a thread - ⏬ https://t.co/tYeWufB9Y2",1.4673332405664154e+18,格蕾丝
Sun Dec 05 03:10:58 +0000 2021,,0.0,40.0,91.0,[],,http://pbs.twimg.com/profile_images/1381949560793100293/u6UDRhj6_normal.jpg,0.0,109.0,@renjanalakuna menwa polije aja sekalian,1.4673306295953244e+18,Gatau deh
Sun Dec 05 03:08:10 +0000 2021,"A Cyber Account — Effortless to be alive, being a zombie to feel alive.",0.0,44.0,76.0,[],,http://pbs.twimg.com/profile_images/1465481766899126276/N9VZf5Dm_normal.jpg,2.0,6963.0,"RT @Askrlfess: [Askrl] menwa lagi menwa lagi, bener ga nih? Sok atuh liat

https://t.co/MUolHxVMT5",1.4673299269949358e+18,♥︎
Sun Dec 05 03:04:46 +0000 2021,Seorang anak biasa yang memiliki impian luar biasa 🤩,0.0,505.0,721.0,[],"Depok, Jawa Barat",http://pbs.twimg.com/profile_images/1405172291516784646/TesdnAqR_normal.jpg,0.0,2791.0,"Akhir2 ini ""borok"" lingkungan kampus di Indonesia terungkap satu per satu, mulai dari kasus Menwa sampe KS. Turut prihatin 🙏🏻",1.467329069033214e+18,Egi Rivaldi Gumilar
Sun Dec 05 03:04:04 +0000 2021,"Base automenfess yang membahas tentang hal apapun, RL, lucu-lucuan dll. | Pengaduan, kerjasama/pp dm : @sudrajart | Rules cek link bio.",3.0,196231.0,12741.0,[],"Jakarta, Indonesia",http://pbs.twimg.com/profile_images/1390241463657668608/t7fsuv4I_normal.jpg,2.0,556792.0,"[Askrl] menwa lagi menwa lagi, bener ga nih? Sok atuh liat

https://t.co/MUolHxVMT5",1.467328892872495e+18,Askrlfess
Sun Dec 05 02:46:01 +0000 2021,stay away from my ... | @MyNextGallery | isinya GIF mochi cat doang disini,0.0,342.0,1786.0,[],,http://pbs.twimg.com/profile_images/1316730643569545221/lr8q179z_normal.jpg,0.0,34587.0,@txtdriormas Sama kyk menwa kan,1.467324350198018e+18,beasiswa : Be Dick Me See (last)
Sun Dec 05 02:43:19 +0000 2021,,0.0,301.0,1716.0,[],Semarang,http://pbs.twimg.com/profile_images/1420159445678448642/VBogvyom_normal.jpg,0.0,8268.0,"@txtfromsoc Menwa gmn, pak @gibran_tweet @poldajateng_ ?",1.4673236729269084e+18,kocheng
Sun Dec 05 02:40:14 +0000 2021,"gue cuma pengen hidup bahagia, that's it. | LOVE FREEDOM | IG : @fikasabirin",0.0,1058.0,562.0,[],at H.M.Sabirin.R` home {},http://pbs.twimg.com/profile_images/1348893422514434048/Le5ohXDE_normal.jpg,17539.0,24631.0,"RT @putri_yudianti: Tragedi Menwa UNS 2013
(A thread)
.
.
.
Setelah berpikir panjang, akhirnya aku memutuskan untuk speak up di twitter. Tr…",1.4673228943089418e+18,Fikacuu 🦉🌈
Sun Dec 05 02:35:54 +0000 2021,sepupunya tingkerbell,0.0,11.0,51.0,[],"Kalimantan Timur, Indonesia",http://pbs.twimg.com/profile_images/1326769365417652225/KfpY3XH-_normal.jpg,17539.0,152.0,"RT @putri_yudianti: Tragedi Menwa UNS 2013
(A thread)
.
.
.
Setelah berpikir panjang, akhirnya aku memutuskan untuk speak up di twitter. Tr…",1.4673218049013473e+18,gblkk
Sun Dec 05 01:45:37 +0000 2021,"Pak Maman beli nasi goreng...
yaudah cuma ngasih tau. || nggak suka ganja, sukanya kamu",2.0,152.0,143.0,[],Madagascar,http://pbs.twimg.com/profile_images/1453172799653044231/U1Tkekm3_normal.jpg,1.0,13101.0,@txtfromted @sunsantuuuy Ini menwa uns https://t.co/DAem9kU2dH,1.46730915006967e+18,Bos
Sun Dec 05 01:39:33 +0000 2021,,0.0,59.0,89.0,[],Indonesia,http://pbs.twimg.com/profile_images/1451848138952638464/0aJZl9TQ_normal.jpg,0.0,1926.0,@anjasbaguss Opo jare pak menwa @VanNovan13,1.4673076250291118e+18,ダーウン
Sun Dec 05 01:26:30 +0000 2021,Kacang ijo banget.,0.0,58.0,225.0,[],"Trenggalek, Jatim, Indonesia",http://pbs.twimg.com/profile_images/1254906836496429056/blaqSeOD_normal.jpg,17539.0,1029.0,"RT @putri_yudianti: Tragedi Menwa UNS 2013
(A thread)
.
.
.
Setelah berpikir panjang, akhirnya aku memutuskan untuk speak up di twitter. Tr…",1.4673043379446374e+18,Himhim
Sun Dec 05 01:19:06 +0000 2021,Penggemar Radio | xoeLuvies,2.0,557.0,521.0,[],"East Java, Indonesia",http://pbs.twimg.com/profile_images/1448150375316398087/R0XWA0Uq_normal.jpg,0.0,24977.0,@hirakousukehara @safirawwww Bukan menwa uns ya itu?? Kmren berita menwa rame itu poto dia yg dipasang,1.4673024758750536e+18,bu bambang tuku gedhang
Sun Dec 05 01:03:04 +0000 2021,ingin terus jd idola buat ke2 buah hati dan anti cebong,0.0,772.0,761.0,[],,http://pbs.twimg.com/profile_images/1251877505603997696/eTrZl8dy_normal.jpg,0.0,17279.0,"@KustiarSandy @Android_AK_47 Menwa sih cuman buat gegayaan, ini doong siap tanggap",1.4672984419822019e+18,Adi supirnya sherina
Sun Dec 05 00:53:09 +0000 2021,,0.0,301.0,260.0,[],,http://pbs.twimg.com/profile_images/1402938863606067203/K7b5DlWv_normal.jpg,0.0,3680.0,@B_Alfathony gua masukin menwa lu biar di demo,1.467295948770472e+18,Fatah Widya Putra
Sat Dec 04 23:41:06 +0000 2021,"28 21

Bakung 21",1.0,415.0,994.0,[],Prianger,http://pbs.twimg.com/profile_images/1457585641001132032/ZT5g-Jw3_normal.jpg,0.0,15133.0,"@R_kive_M menwa :3

aku belum ikut mapala hehe",1.4672778169578332e+18,Ariel Howard
Sat Dec 04 23:22:47 +0000 2021,,0.0,65.0,291.0,[],,http://pbs.twimg.com/profile_images/1427671523448397826/esf6X8tZ_normal.jpg,0.0,6645.0,@minyakangenn ikut menwa ya?,1.467273204154581e+18,pigg
Sat Dec 04 23:16:26 +0000 2021,anti ORDE Bangsat,1.0,150.0,718.0,[],"Kota Malang, Jawa Timur",http://pbs.twimg.com/profile_images/1415433116567556097/gOLqgNNH_normal.jpg,0.0,2790.0,@Firaun_jamannow @Android_AK_47 Menwa kalah gaya,1.467271609660502e+18,Kang rujak
Sat Dec 04 22:34:44 +0000 2021,"Manusia yang mencari kenikmatan dunia, terkadang akhirat.😁",0.0,123.0,376.0,[],Lumajang,http://pbs.twimg.com/profile_images/1307382111335100417/M6Vd0RrO_normal.jpg,0.0,499.0,"Akhir"" ini semakin marak kejadian yg menewaskan korban jiwa, mulai dari kasus bully di KPI, menwa, dan terakhir men… https://t.co/ToaiYX6af8",1.4672611123033252e+18,Mahluk Bumi.
Sat Dec 04 21:04:20 +0000 2021,busy - last seen a long time ago.,1.0,2706.0,2280.0,[],"Aslan How South Beruna, Narnia",http://pbs.twimg.com/profile_images/1460605972884254730/WexALxjb_normal.jpg,0.0,48968.0,@jnkhalif @A_Adi_Aryadi @__0902RAN @pacarnyaakamu @AREAJULID mawa n menwa,1.467238361882452e+18,𝕻𝖗𝖎𝖓𝖈𝖊 𝕮𝖆𝖘𝖕𝖎𝖆𝖓 📴
Sat Dec 04 18:53:31 +0000 2021,Contet Writer | Gender & Sexuality Enthusiast | Mawapres: Mahasiswa Under Pressure,0.0,487.0,474.0,[],Indonesia,http://pbs.twimg.com/profile_images/1262645533295775746/XV6-34Kw_normal.jpg,17539.0,17245.0,"RT @putri_yudianti: Tragedi Menwa UNS 2013
(A thread)
.
.
.
Setelah berpikir panjang, akhirnya aku memutuskan untuk speak up di twitter. Tr…",1.4672054433782907e+18,andreasyogie
Sat Dec 04 18:36:17 +0000 2021,QU LAW Student ⚖️,0.0,1194.0,453.0,[],,http://pbs.twimg.com/profile_images/1447408052601344000/GV_suKMV_normal.jpg,484.0,15507.0,"RT @HFN_19990: حديث جميل من النجمة منى زكي عن الحب..
حديث من القلب فعلاً 
""الحب هو أنك تتقبل عيوب الشخص التاني مش تحب مميزاته وبس .. أحنا ب…",1.4672011064513413e+18,MENWA🔱
Sat Dec 04 17:53:42 +0000 2021,,0.0,154.0,169.0,[],"Bandung, Jawa Barat",http://pbs.twimg.com/profile_images/1464650878573441026/6yq-tZ-3_normal.jpg,0.0,13066.0,ganti menwa harusnya https://t.co/dFqlrzIZvP,1.4671903907091005e+18,Zharell
Sat Dec 04 17:53:15 +0000 2021,,0.0,0.0,10.0,[],,http://pbs.twimg.com/profile_images/1445079043951382533/b7YotMOl_normal.jpg,17539.0,24.0,"RT @putri_yudianti: Tragedi Menwa UNS 2013
(A thread)
.
.
.
Setelah berpikir panjang, akhirnya aku memutuskan untuk speak up di twitter. Tr…",1.4671902769259766e+18,fruit_loops
Sat Dec 04 17:46:56 +0000 2021,QU LAW Student ⚖️,1.0,1194.0,453.0,[],,http://pbs.twimg.com/profile_images/1447408052601344000/GV_suKMV_normal.jpg,0.0,15507.0,مب وقته اصدع😭,1.4671886857540485e+18,MENWA🔱
Sat Dec 04 17:46:34 +0000 2021,QU LAW Student ⚖️,0.0,1194.0,453.0,"[{'text': 'الجدي', 'indices': [15, 21]}]",,http://pbs.twimg.com/profile_images/1447408052601344000/GV_suKMV_normal.jpg,235.0,15507.0,"RT @brj202029: #الجدي
يعطيك دم قلبه و يخلص لك،، لكن اذا اكتشف انك ماتقدر هالشيء.. تدمع عينه ثواني وبعدين يمحيك من حياته
خصوصا الأقربون.",1.4671885959623926e+18,MENWA🔱
Sat Dec 04 17:24:30 +0000 2021,AHA! I have an idea!,0.0,7.0,86.0,[],Indonesia,http://pbs.twimg.com/profile_images/1299025551756128256/GQLcOF_E_normal.jpg,14537.0,4295.0,"RT @obiputro: teruntuk menwa uns, kami tidak butuh kata maaf. https://t.co/BFVIKOJh1w",1.467183039826391e+18,NoteMe
Sat Dec 04 17:18:36 +0000 2021,AHA! I have an idea!,0.0,7.0,86.0,[],Indonesia,http://pbs.twimg.com/profile_images/1299025551756128256/GQLcOF_E_normal.jpg,17539.0,4295.0,"RT @putri_yudianti: Tragedi Menwa UNS 2013
(A thread)
.
.
.
Setelah berpikir panjang, akhirnya aku memutuskan untuk speak up di twitter. Tr…",1.467181554812158e+18,NoteMe
Sat Dec 04 17:15:27 +0000 2021,CSUI '21 | your notification crasher | she/her,1.0,265.0,335.0,[],your notifs,http://pbs.twimg.com/profile_images/1467838005410816000/9blJy2h2_normal.jpg,0.0,11712.0,@Okaminokiba3154 mapala atau menwa?,1.4671807614049608e+18,simping over mr.__
Sat Dec 04 15:31:45 +0000 2021,"food and dessert, traveling, baking, reading, hiking",0.0,0.0,0.0,[],"Groningen, Nederland",http://pbs.twimg.com/profile_images/1217345980808384512/fXvxvl30_normal.jpg,17539.0,106.0,"RT @putri_yudianti: Tragedi Menwa UNS 2013
(A thread)
.
.
.
Setelah berpikir panjang, akhirnya aku memutuskan untuk speak up di twitter. Tr…",1.4671546652550472e+18,misty winter rain
Sat Dec 04 15:27:18 +0000 2021,sedang berbicara pada diri sendiri,0.0,48.0,75.0,[],,http://pbs.twimg.com/profile_images/1402061136107737105/TYfv5nhE_normal.jpg,0.0,1660.0,"Dari cerita tradisi mahapala, menwa, kasus pelecehan seksual yg baru2 ini.. 
Kaya.... Udah tau salah, bukannya di p… https://t.co/Ome5htQzL6",1.4671535452751954e+18,🐇
Sat Dec 04 14:35:18 +0000 2021,"To infinity and beyond.
–김남준",0.0,44.0,171.0,[],youniverse,http://pbs.twimg.com/profile_images/1466308277113737216/Jy5Vme5O_normal.jpg,17539.0,425.0,"RT @putri_yudianti: Tragedi Menwa UNS 2013
(A thread)
.
.
.
Setelah berpikir panjang, akhirnya aku memutuskan untuk speak up di twitter. Tr…",1.467140459940229e+18,ame.
Sat Dec 04 13:39:56 +0000 2021,she/her,0.0,386.0,423.0,[],Indonesia,http://pbs.twimg.com/profile_images/1366106512603508741/gBTDkNEa_normal.jpg,17539.0,18214.0,"RT @putri_yudianti: Tragedi Menwa UNS 2013
(A thread)
.
.
.
Setelah berpikir panjang, akhirnya aku memutuskan untuk speak up di twitter. Tr…",1.4671265282363515e+18,halum cood
Sat Dec 04 13:02:30 +0000 2021,,0.0,792.0,777.0,[],,http://pbs.twimg.com/profile_images/1464098414602317831/2EMaPoia_normal.jpg,0.0,34470.0,"BLACKLIST KAMPUS BOBROK
UNSRI
MENWA
UI

tambahin guys",1.4671171041469686e+18,perfect is boring
Sat Dec 04 13:00:00 +0000 2021,"News We Can Trust.
redaksi@cnnindonesia.com | marcomm@cnnindonesia.com | Download app: https://t.co/oE5SdSo1Km & https://t.co/RsVHQILD2w",8.0,2163396.0,18.0,[],,http://pbs.twimg.com/profile_images/669793728970682369/CaHHKPMc_normal.png,3.0,579501.0,"Menwa pertama kali muncul dengan nama Wala, yang dibentuk untuk melibatkan mahasiswa dalam kegiatan bela negara. Na… https://t.co/oAtZ3aLtCl",1.4671164765575004e+18,CNN Indonesia
Sat Dec 04 12:52:46 +0000 2021,"not the best, but still good",0.0,79.0,171.0,[],,http://pbs.twimg.com/profile_images/1417163623659556866/L4d1HH7V_normal.jpg,0.0,1168.0,"duh ngapain si ngurusin ginian, mending ngurusin menwa, ngurusin pelecehan di univ, duh duh duh bokep aja gercepp h… https://t.co/kpTIZNB6HS",1.4671146587629527e+18,smells like team spirit 🤙
Sat Dec 04 12:24:08 +0000 2021,QU LAW Student ⚖️,1.0,1194.0,453.0,[],,http://pbs.twimg.com/profile_images/1447408052601344000/GV_suKMV_normal.jpg,0.0,15507.0,حلمت اني تارغيريان🥲,1.467107449018753e+18,MENWA🔱
Sat Dec 04 12:20:59 +0000 2021,"II let’s have fun II wanna play safe, no face no case || Seonhohada",0.0,19.0,136.0,[],,http://pbs.twimg.com/profile_images/1452777087023005696/7bRY425t_normal.jpg,0.0,1016.0,@silvidwi151 @fghfrs_ Gilak ya menwa kampus kenapa sii,1.4671066563286835e+18,Lalululala
Sat Dec 04 12:14:17 +0000 2021,butuh orang dalam,0.0,2.0,56.0,[],,http://pbs.twimg.com/profile_images/1342038432437075969/VRHtAwCG_normal.jpg,0.0,38.0,@bagos28299624 @ahmadhusaini10 @convomf Yg kyk gini harus ikut ospek menwa,1.467104971862995e+18,nama tidak boleh kosong
Sat Dec 04 11:48:30 +0000 2021,"KOMANDO RESIMEN MAHAKARTA
Daerah Istimewa Yogyakarta

Penyempurnaan Pengabdian dengan Ilmu Pengetahuan dan Ilmu Keprajuritan.

Komplek Kodim 0734 / Yogyakarta",1.0,3.0,21.0,[],"Yogyakarta, Indonesia",http://pbs.twimg.com/profile_images/1356052849205997568/5muu5gu9_normal.jpg,0.0,44.0,Mari kita sejenak berdo'a untuk keselamatan saudara-saudara kita di Kabupaten Lumajang dan sekitarnya yang terdampa… https://t.co/FCQEpFoQWj,1.4670984848430244e+18,Menwa Mahakarta
Sat Dec 04 11:32:16 +0000 2021,"⚠️RULES DI LINK BIO⚠️ BASE KITA BERSAMA || AUTOBase untuk sambat, curhat, dan berkirim pesan || Pengaduan: @halloUltramin ||PP/Medpar : unsmenfess@gmail.com",0.0,34674.0,3919.0,[],"Surakarta, Central Java",http://pbs.twimg.com/profile_images/1237603396497993730/qxEdmAue_normal.jpg,0.0,214307.0,-11fess boleh ga si kalau mahasiswa melayangkan mosi tidak percaya pada perguruan tinggi? Dari menwa sampai peleceh… https://t.co/ycLpmLX1jj,1.4670943986975007e+18,cek 📌UNS MENFESS
Sat Dec 04 11:25:17 +0000 2021,ㅤㅤㅤㅤㅤ#BTS #kv @BTS_twt,0.0,357.0,795.0,[],CA,http://pbs.twimg.com/profile_images/1395601540195385344/CsKEFNbL_normal.jpg,17539.0,15933.0,"RT @putri_yudianti: Tragedi Menwa UNS 2013
(A thread)
.
.
.
Setelah berpikir panjang, akhirnya aku memutuskan untuk speak up di twitter. Tr…",1.4670926399671132e+18,papaye⁷
Sat Dec 04 11:23:37 +0000 2021,"II let’s have fun II wanna play safe, no face no case || Seonhohada",0.0,19.0,136.0,[],,http://pbs.twimg.com/profile_images/1452777087023005696/7bRY425t_normal.jpg,0.0,1016.0,@silvidwi151 @fghfrs_ Waduh. Menwa di another campus juga berulah nih shay?,1.4670922218789437e+18,Lalululala
Sat Dec 04 10:57:55 +0000 2021,"This account is a trash, Don't follow me please...",0.0,54.0,245.0,[],,http://pbs.twimg.com/profile_images/1460282016566370313/ab5-agAT_normal.jpg,0.0,943.0,"@UNSfess_ • Nggak lulus-lulus
• Kasus menwa
• Kasus kekerasan seksual dimana-mana
• Virus yang dulu belum ilang dat… https://t.co/izjGChoeRY",1.467085751963644e+18,alienpengamatbumi
Sat Dec 04 10:42:11 +0000 2021,Sing penting yakin,0.0,105.0,118.0,[],"Denpasar Selatan, Indonesia",http://pbs.twimg.com/profile_images/1303356361648959488/4SjhEVxl_normal.jpg,0.0,1236.0,Kasus menwa durung rampung eh wes ono kasus maning duhjan,1.4670817958752133e+18,juuu
Sat Dec 04 10:23:25 +0000 2021,"sambat bole, tapi jangan apa-apa disambatin. aleman.",0.0,37.0,165.0,[],Jakarta Capital Region,http://pbs.twimg.com/profile_images/1464910816285577220/H3U4xyck_normal.jpg,0.0,359.0,@UNSfess_ itu pipinya bisa2 pada bolong kali ditamparin mulu sm menwa dgn alasan pendisiplinan😌,1.4670770729882255e+18,𝗻𝗱𝗼𝘆ʕ•ᴥ•ʔ
Sat Dec 04 10:07:47 +0000 2021,"Between war & love ♩»–`┯╦=÷^—🌹 (Don’t follow me, I'm not funny yet)",0.0,558.0,905.0,[],Di dalem diecast skala 1:64,http://pbs.twimg.com/profile_images/1446018472568233987/aHMfcFGG_normal.jpg,0.0,16498.0,"jdi inget, klo nonton video2 demo jaman reformasi itu kbanyakan mhs pada brsorak minta aparat digantiin sama menwa.… https://t.co/QudbO5N1nT",1.467073138731012e+18,ебать стиль Bandeng Preston
Sat Dec 04 09:55:10 +0000 2021,"Sholat, hemat dan bodoamat.",0.0,856.0,227.0,[],"Lamongan, East Java",http://pbs.twimg.com/profile_images/1285074824696442881/ucSXchGg_normal.jpg,17539.0,4836.0,"RT @putri_yudianti: Tragedi Menwa UNS 2013
(A thread)
.
.
.
Setelah berpikir panjang, akhirnya aku memutuskan untuk speak up di twitter. Tr…",1.467069962342658e+18,Cempluk.
Sat Dec 04 09:25:29 +0000 2021,𝟺𝟶𝟺 𝚎𝚛𝚛𝚘𝚛 𝚗𝚘𝚝 𝚏𝚘𝚞𝚗𝚍. | INFJ-T,0.0,20.0,69.0,[],kasur,http://pbs.twimg.com/profile_images/1347208994213879808/WpKuhn57_normal.jpg,17539.0,3405.0,"RT @putri_yudianti: Tragedi Menwa UNS 2013
(A thread)
.
.
.
Setelah berpikir panjang, akhirnya aku memutuskan untuk speak up di twitter. Tr…",1.467062490185941e+18,Pamela Sabatini
Sat Dec 04 09:08:58 +0000 2021,,0.0,124.0,444.0,[],,http://pbs.twimg.com/profile_images/1302245412011565057/Dng_2cJ8_normal.jpg,17539.0,26797.0,"RT @putri_yudianti: Tragedi Menwa UNS 2013
(A thread)
.
.
.
Setelah berpikir panjang, akhirnya aku memutuskan untuk speak up di twitter. Tr…",1.4670583348427776e+18,Angelina
